"","GeneName","GeneID","PathwayNum","PathwayName","pvalue"
"","CHIT1","1118","hsa00520","Amino sugar and nucleotide sugar metabolism","0.0059701492537314"
"","CHKA","1119","hsa00564","Glycerophospholipid metabolism","0.0121890547263681"
"","CHKA","1119","hsa05231","Choline metabolism in cancer","0.0121890547263681"
"","CHST4","10164","hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate","0.00174129353233832"
"","CMA1","1215","hsa04614","Renin-angiotensin system","0.00286069651741294"
"","CNOT7","29883","hsa03018","RNA degradation","0.00982587064676621"
"","CNR1","1268","hsa04723","Retrograde endocannabinoid signaling","0.018407960199005"
"","CNR1","1268","hsa04015","Rap1 signaling pathway","0.0261194029850746"
"","CNR1","1268","hsa04714","Thermogenesis","0.0287313432835821"
"","CNR1","1268","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","CNR2","1269","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","COMT","1312","hsa00350","Tyrosine metabolism","0.00447761194029861"
"","COMT","1312","hsa00140","Steroid hormone biosynthesis","0.00758706467661685"
"","COMT","1312","hsa04728","Dopaminergic synapse","0.0164179104477612"
"","COX1","4512","hsa04260","Cardiac muscle contraction","0.0108208955223881"
"","COX1","4512","hsa00190","Oxidative phosphorylation","0.0165422885572138"
"","COX1","4512","hsa04932","Non-alcoholic fatty liver disease (NAFLD)","0.0185323383084578"
"","COX1","4512","hsa04714","Thermogenesis","0.0287313432835821"
"","COX1","4512","hsa05012","Parkinson disease","0.0309701492537314"
"","COX1","4512","hsa05016","Huntington disease","0.0380597014925372"
"","COX1","4512","hsa05010","Alzheimer disease","0.0458955223880598"
"","COX2","4513","hsa04260","Cardiac muscle contraction","0.0108208955223881"
"","COX2","4513","hsa00190","Oxidative phosphorylation","0.0165422885572138"
"","COX2","4513","hsa04932","Non-alcoholic fatty liver disease (NAFLD)","0.0185323383084578"
"","COX2","4513","hsa04714","Thermogenesis","0.0287313432835821"
"","COX2","4513","hsa05012","Parkinson disease","0.0309701492537314"
"","COX2","4513","hsa05016","Huntington disease","0.0380597014925372"
"","COX2","4513","hsa05010","Alzheimer disease","0.0458955223880598"
"","CPT1A","1374","hsa00071","Fatty acid degradation","0.00547263681592036"
"","CPT1A","1374","hsa01212","Fatty acid metabolism","0.00708955223880614"
"","CPT1A","1374","hsa04920","Adipocytokine signaling pathway","0.00858208955223894"
"","CPT1A","1374","hsa03320","PPAR signaling pathway","0.0095771144278608"
"","CPT1A","1374","hsa04922","Glucagon signaling pathway","0.0131840796019902"
"","CPT1A","1374","hsa04931","Insulin resistance","0.0134328358208955"
"","CPT1A","1374","hsa04152","AMPK signaling pathway","0.0149253731343284"
"","CPT1A","1374","hsa04714","Thermogenesis","0.0287313432835821"
"","CPT1B","1375","hsa00071","Fatty acid degradation","0.00547263681592036"
"","CPT1B","1375","hsa01212","Fatty acid metabolism","0.00708955223880614"
"","CPT1B","1375","hsa04920","Adipocytokine signaling pathway","0.00858208955223894"
"","CPT1B","1375","hsa03320","PPAR signaling pathway","0.0095771144278608"
"","CPT1B","1375","hsa04922","Glucagon signaling pathway","0.0131840796019902"
"","CPT1B","1375","hsa04931","Insulin resistance","0.0134328358208955"
"","CPT1B","1375","hsa04152","AMPK signaling pathway","0.0149253731343284"
"","CPT1B","1375","hsa04714","Thermogenesis","0.0287313432835821"
"","CPT2","1376","hsa00071","Fatty acid degradation","0.00547263681592036"
"","CPT2","1376","hsa01212","Fatty acid metabolism","0.00708955223880614"
"","CPT2","1376","hsa03320","PPAR signaling pathway","0.0095771144278608"
"","CPT2","1376","hsa04714","Thermogenesis","0.0287313432835821"
"","CSF1R","1436","hsa05221","Acute myeloid leukemia","0.00833333333333341"
"","CSF1R","1436","hsa04640","Hematopoietic cell lineage","0.012313432835821"
"","CSF1R","1436","hsa04061","Viral protein interaction with cytokine and cytokine receptor","0.0124378109452737"
"","CSF1R","1436","hsa04380","Osteoclast differentiation","0.0159203980099502"
"","CSF1R","1436","hsa05202","Transcriptional misregulation in cancer","0.0231343283582092"
"","CSF1R","1436","hsa04015","Rap1 signaling pathway","0.0261194029850746"
"","CSF1R","1436","hsa04014","Ras signaling pathway","0.0288557213930349"
"","CSF1R","1436","hsa04010","MAPK signaling pathway","0.0365671641791047"
"","CSF1R","1436","hsa04060","Cytokine-cytokine receptor interaction","0.0365671641791047"
"","CSF1R","1436","hsa04151","PI3K-Akt signaling pathway","0.0440298507462688"
"","CSK","1445","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","0.00870646766169159"
"","CTRB1","1504","hsa04974","Protein digestion and absorption","0.01181592039801"
"","CTRB1","1504","hsa04972","Pancreatic secretion","0.0126865671641793"
"","CXCR1","3577","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","0.00870646766169159"
"","CXCR1","3577","hsa04061","Viral protein interaction with cytokine and cytokine receptor","0.0124378109452737"
"","CXCR1","3577","hsa04072","Phospholipase D signaling pathway","0.018407960199005"
"","CXCR1","3577","hsa04062","Chemokine signaling pathway","0.0235074626865672"
"","CXCR1","3577","hsa04144","Endocytosis","0.0307213930348259"
"","CXCR1","3577","hsa04060","Cytokine-cytokine receptor interaction","0.0365671641791047"
"","CXCR2","3579","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","0.00870646766169159"
"","CXCR2","3579","hsa04061","Viral protein interaction with cytokine and cytokine receptor","0.0124378109452737"
"","CXCR2","3579","hsa04072","Phospholipase D signaling pathway","0.018407960199005"
"","CXCR2","3579","hsa04062","Chemokine signaling pathway","0.0235074626865672"
"","CXCR2","3579","hsa05163","Human cytomegalovirus infection","0.0279850746268657"
"","CXCR2","3579","hsa04144","Endocytosis","0.0307213930348259"
"","CXCR2","3579","hsa04060","Cytokine-cytokine receptor interaction","0.0365671641791047"
"","CXCR3","2833","hsa04061","Viral protein interaction with cytokine and cytokine receptor","0.0124378109452737"
"","CXCR3","2833","hsa04062","Chemokine signaling pathway","0.0235074626865672"
"","CXCR3","2833","hsa04060","Cytokine-cytokine receptor interaction","0.0365671641791047"
"","CXCR4","7852","hsa04672","Intestinal immune network for IgA production","0.00609452736318417"
"","CXCR4","7852","hsa04061","Viral protein interaction with cytokine and cytokine receptor","0.0124378109452737"
"","CXCR4","7852","hsa04670","Leukocyte transendothelial migration","0.0140547263681592"
"","CXCR4","7852","hsa04360","Axon guidance","0.0225124378109454"
"","CXCR4","7852","hsa04062","Chemokine signaling pathway","0.0235074626865672"
"","CXCR4","7852","hsa04020","Calcium signaling pathway","0.0240049751243782"
"","CXCR4","7852","hsa05170","Human immunodeficiency virus 1 infection","0.0263681592039802"
"","CXCR4","7852","hsa04810","Regulation of actin cytoskeleton","0.0264925373134329"
"","CXCR4","7852","hsa05163","Human cytomegalovirus infection","0.0279850746268657"
"","CXCR4","7852","hsa04144","Endocytosis","0.0307213930348259"
"","CXCR4","7852","hsa04060","Cytokine-cytokine receptor interaction","0.0365671641791047"
"","CXCR5","643","hsa04061","Viral protein interaction with cytokine and cytokine receptor","0.0124378109452737"
"","CXCR5","643","hsa04062","Chemokine signaling pathway","0.0235074626865672"
"","CXCR5","643","hsa04060","Cytokine-cytokine receptor interaction","0.0365671641791047"
"","DAPK1","1612","hsa05219","Bladder cancer","0.00509950248756219"
"","DAPK1","1612","hsa04140","Autophagy - animal","0.0170398009950251"
"","DAPK2","23604","hsa05219","Bladder cancer","0.00509950248756219"
"","DAPK2","23604","hsa04140","Autophagy - animal","0.0170398009950251"
"","DAPK3","1613","hsa05219","Bladder cancer","0.00509950248756219"
"","DAPK3","1613","hsa04140","Autophagy - animal","0.0170398009950251"
"","DCK","1633","hsa00240","Pyrimidine metabolism","0.00708955223880614"
"","DCK","1633","hsa00230","Purine metabolism","0.0161691542288559"
"","DDC","1644","hsa00360","Phenylalanine metabolism","0.00211442786069671"
"","DDC","1644","hsa00350","Tyrosine metabolism","0.00447761194029861"
"","DDC","1644","hsa00380","Tryptophan metabolism","0.00522388059701517"
"","DDC","1644","hsa05030","Cocaine addiction","0.00609452736318417"
"","DDC","1644","hsa05031","Amphetamine addiction","0.00858208955223894"
"","DDC","1644","hsa04726","Serotonergic synapse","0.0143034825870648"
"","DDC","1644","hsa04728","Dopaminergic synapse","0.0164179104477612"
"","DDC","1644","hsa05034","Alcoholism","0.0232587064676617"
"","DDX3X","1654","hsa04622","RIG-I-like receptor signaling pathway","0.00870646766169159"
"","DDX3X","1654","hsa05161","Hepatitis B","0.0201492537313435"
"","DDX3X","1654","hsa05203","Viral carcinogenesis","0.0253731343283583"
"","DEGS1","8560","hsa00600","Sphingolipid metabolism","0.00584577114427864"
"","DEGS1","8560","hsa04071","Sphingolipid signaling pathway","0.0148009950248759"
"","DGAT1","8694","hsa04975","Fat digestion and absorption","0.0053482587064676"
"","DGAT1","8694","hsa00561","Glycerolipid metabolism","0.00758706467661685"
"","DGAT1","8694","hsa00830","Retinol metabolism","0.00833333333333341"
"","DGAT2","84649","hsa04975","Fat digestion and absorption","0.0053482587064676"
"","DGAT2","84649","hsa00561","Glycerolipid metabolism","0.00758706467661685"
"","DHCR7","1717","hsa00100","Steroid biosynthesis","0.00248756218905477"
"","DHRS9","10170","hsa00830","Retinol metabolism","0.00833333333333341"
"","DNMT1","1786","hsa00270","Cysteine and methionine metabolism","0.00609452736318417"
"","DNMT1","1786","hsa05206","MicroRNAs in cancer","0.0385572139303484"
"","DOT1L","84444","hsa00310","Lysine degradation","0.00758706467661685"
"","DOT1L","84444","hsa05202","Transcriptional misregulation in cancer","0.0231343283582092"
"","DPP4","1803","hsa04974","Protein digestion and absorption","0.01181592039801"
"","DPYD","1806","hsa00770","Pantothenate and CoA biosynthesis","0.00236318407960201"
"","DPYD","1806","hsa00410","beta-Alanine metabolism","0.00385572139303481"
"","DPYD","1806","hsa00240","Pyrimidine metabolism","0.00708955223880614"
"","DPYD","1806","hsa00983","Drug metabolism - other enzymes","0.00982587064676621"
"","DRD1","1812","hsa05030","Cocaine addiction","0.00609452736318417"
"","DRD1","1812","hsa05031","Amphetamine addiction","0.00858208955223894"
"","DRD1","1812","hsa04540","Gap junction","0.0109452736318408"
"","DRD1","1812","hsa05032","Morphine addiction","0.0113184079601991"
"","DRD1","1812","hsa04728","Dopaminergic synapse","0.0164179104477612"
"","DRD1","1812","hsa05034","Alcoholism","0.0232587064676617"
"","DRD1","1812","hsa04020","Calcium signaling pathway","0.0240049751243782"
"","DRD1","1812","hsa04024","cAMP signaling pathway","0.026865671641791"
"","DRD1","1812","hsa05012","Parkinson disease","0.0309701492537314"
"","DRD1","1812","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","DRD2","1813","hsa05030","Cocaine addiction","0.00609452736318417"
"","DRD2","1813","hsa04540","Gap junction","0.0109452736318408"
"","DRD2","1813","hsa04728","Dopaminergic synapse","0.0164179104477612"
"","DRD2","1813","hsa05034","Alcoholism","0.0232587064676617"
"","DRD2","1813","hsa04015","Rap1 signaling pathway","0.0261194029850746"
"","DRD2","1813","hsa04024","cAMP signaling pathway","0.026865671641791"
"","DRD2","1813","hsa05012","Parkinson disease","0.0309701492537314"
"","DRD2","1813","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","DRD3","1814","hsa04728","Dopaminergic synapse","0.0164179104477612"
"","DRD3","1814","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","DRD4","1815","hsa04728","Dopaminergic synapse","0.0164179104477612"
"","DRD4","1815","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","DRD5","1816","hsa04728","Dopaminergic synapse","0.0164179104477612"
"","DRD5","1816","hsa04020","Calcium signaling pathway","0.0240049751243782"
"","DRD5","1816","hsa04024","cAMP signaling pathway","0.026865671641791"
"","DRD5","1816","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","DUT","1854","hsa00240","Pyrimidine metabolism","0.00708955223880614"
"","DUT","1854","hsa00983","Drug metabolism - other enzymes","0.00982587064676621"
"","EBP","10682","hsa00100","Steroid biosynthesis","0.00248756218905477"
"","EDNRA","1909","hsa04924","Renin secretion","0.00858208955223894"
"","EDNRA","1909","hsa04270","Vascular smooth muscle contraction","0.0164179104477612"
"","EDNRA","1909","hsa04022","cGMP-PKG signaling pathway","0.0207711442786072"
"","EDNRA","1909","hsa04020","Calcium signaling pathway","0.0240049751243782"
"","EDNRA","1909","hsa04024","cAMP signaling pathway","0.026865671641791"
"","EDNRA","1909","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","EDNRB","1910","hsa04916","Melanogenesis","0.0125621890547265"
"","EDNRB","1910","hsa04926","Relaxin signaling pathway","0.0160447761194032"
"","EDNRB","1910","hsa04022","cGMP-PKG signaling pathway","0.0207711442786072"
"","EDNRB","1910","hsa04020","Calcium signaling pathway","0.0240049751243782"
"","EDNRB","1910","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","EGFR","1956","hsa05219","Bladder cancer","0.00509950248756219"
"","EGFR","1956","hsa05213","Endometrial cancer","0.00721393034825879"
"","EGFR","1956","hsa05223","Non-small cell lung cancer","0.00820895522388065"
"","EGFR","1956","hsa05230","Central carbon metabolism in cancer","0.00858208955223894"
"","EGFR","1956","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","0.00870646766169159"
"","EGFR","1956","hsa04520","Adherens junction","0.00883084577114435"
"","EGFR","1956","hsa05218","Melanoma","0.00895522388059711"
"","EGFR","1956","hsa05214","Glioma","0.00932835820895528"
"","EGFR","1956","hsa05212","Pancreatic cancer","0.00945273631840793"
"","EGFR","1956","hsa01521","EGFR tyrosine kinase inhibitor resistance","0.00982587064676621"
"","EGFR","1956","hsa04012","ErbB signaling pathway","0.0105721393034826"
"","EGFR","1956","hsa05210","Colorectal cancer","0.0106965174129352"
"","EGFR","1956","hsa04540","Gap junction","0.0109452736318408"
"","EGFR","1956","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","0.0110696517412936"
"","EGFR","1956","hsa04912","GnRH signaling pathway","0.0115671641791045"
"","EGFR","1956","hsa05215","Prostate cancer","0.0120646766169155"
"","EGFR","1956","hsa01522","Endocrine resistance","0.0121890547263681"
"","EGFR","1956","hsa05231","Choline metabolism in cancer","0.0121890547263681"
"","EGFR","1956","hsa04928","Parathyroid hormone synthesis, secretion and action","0.0131840796019902"
"","EGFR","1956","hsa04066","HIF-1 signaling pathway","0.0135572139303481"
"","EGFR","1956","hsa04926","Relaxin signaling pathway","0.0160447761194032"
"","EGFR","1956","hsa04068","FoxO signaling pathway","0.0162935323383085"
"","EGFR","1956","hsa04915","Estrogen signaling pathway","0.0171641791044775"
"","EGFR","1956","hsa05224","Breast cancer","0.0182835820895524"
"","EGFR","1956","hsa04072","Phospholipase D signaling pathway","0.018407960199005"
"","EGFR","1956","hsa05226","Gastric cancer","0.0185323383084578"
"","EGFR","1956","hsa04921","Oxytocin signaling pathway","0.0191542288557215"
"","EGFR","1956","hsa04934","Cushing syndrome","0.0192786069651742"
"","EGFR","1956","hsa05160","Hepatitis C","0.0192786069651742"
"","EGFR","1956","hsa04630","JAK-STAT signaling pathway","0.0201492537313435"
"","EGFR","1956","hsa05225","Hepatocellular carcinoma","0.0208955223880598"
"","EGFR","1956","hsa04020","Calcium signaling pathway","0.0240049751243782"
"","EGFR","1956","hsa04510","Focal adhesion","0.025"
"","EGFR","1956","hsa05205","Proteoglycans in cancer","0.0254975124378108"
"","EGFR","1956","hsa04015","Rap1 signaling pathway","0.0261194029850746"
"","EGFR","1956","hsa04810","Regulation of actin cytoskeleton","0.0264925373134329"
"","EGFR","1956","hsa05163","Human cytomegalovirus infection","0.0279850746268657"
"","EGFR","1956","hsa04014","Ras signaling pathway","0.0288557213930349"
"","EGFR","1956","hsa05131","Shigellosis","0.0297263681592042"
"","EGFR","1956","hsa04144","Endocytosis","0.0307213930348259"
"","EGFR","1956","hsa04010","MAPK signaling pathway","0.0365671641791047"
"","EGFR","1956","hsa05206","MicroRNAs in cancer","0.0385572139303484"
"","EGFR","1956","hsa05165","Human papillomavirus infection","0.0410447761194033"
"","EGFR","1956","hsa04151","PI3K-Akt signaling pathway","0.0440298507462688"
"","EGLN1","54583","hsa05211","Renal cell carcinoma","0.00858208955223894"
"","EGLN1","54583","hsa04066","HIF-1 signaling pathway","0.0135572139303481"
"","EGLN2","112398","hsa05211","Renal cell carcinoma","0.00858208955223894"
"","EGLN2","112398","hsa04066","HIF-1 signaling pathway","0.0135572139303481"
"","EGLN3","112399","hsa05211","Renal cell carcinoma","0.00858208955223894"
"","EGLN3","112399","hsa04066","HIF-1 signaling pathway","0.0135572139303481"
"","EHMT1","79813","hsa00310","Lysine degradation","0.00758706467661685"
"","EHMT1","79813","hsa04211","Longevity regulating pathway","0.0110696517412936"
"","EHMT2","10919","hsa00310","Lysine degradation","0.00758706467661685"
"","EHMT2","10919","hsa04211","Longevity regulating pathway","0.0110696517412936"
"","ENPP1","5167","hsa00770","Pantothenate and CoA biosynthesis","0.00236318407960201"
"","ENPP1","5167","hsa00500","Starch and sucrose metabolism","0.00447761194029861"
"","ENPP1","5167","hsa00760","Nicotinate and nicotinamide metabolism","0.00460199004975126"
"","ENPP1","5167","hsa00240","Pyrimidine metabolism","0.00708955223880614"
"","ENPP1","5167","hsa00230","Purine metabolism","0.0161691542288559"
"","ENPP2","5168","hsa00565","Ether lipid metabolism","0.00584577114427864"
"","ENPP3","5169","hsa00770","Pantothenate and CoA biosynthesis","0.00236318407960201"
"","ENPP3","5169","hsa00500","Starch and sucrose metabolism","0.00447761194029861"
"","ENPP3","5169","hsa00760","Nicotinate and nicotinamide metabolism","0.00460199004975126"
"","ENPP3","5169","hsa00240","Pyrimidine metabolism","0.00708955223880614"
"","ENPP3","5169","hsa00230","Purine metabolism","0.0161691542288559"
"","ENPP6","133121","hsa00565","Ether lipid metabolism","0.00584577114427864"
"","ENPP7","339221","hsa00600","Sphingolipid metabolism","0.00584577114427864"
"","EP300","2033","hsa04330","Notch signaling pathway","0.00659203980099499"
"","EP300","2033","hsa04720","Long-term potentiation","0.00833333333333341"
"","EP300","2033","hsa05211","Renal cell carcinoma","0.00858208955223894"
"","EP300","2033","hsa04520","Adherens junction","0.00883084577114435"
"","EP300","2033","hsa04350","TGF-beta signaling pathway","0.0116915422885571"
"","EP300","2033","hsa05215","Prostate cancer","0.0120646766169155"
"","EP300","2033","hsa04916","Melanogenesis","0.0125621890547265"
"","EP300","2033","hsa04922","Glucagon signaling pathway","0.0131840796019902"
"","EP300","2033","hsa04066","HIF-1 signaling pathway","0.0135572139303481"
"","EP300","2033","hsa04935","Growth hormone synthesis, secretion and action","0.0148009950248759"
"","EP300","2033","hsa04919","Thyroid hormone signaling pathway","0.0150497512437812"
"","EP300","2033","hsa04110","Cell cycle","0.0154228855721393"
"","EP300","2033","hsa04068","FoxO signaling pathway","0.0162935323383085"
"","EP300","2033","hsa04310","Wnt signaling pathway","0.0199004975124379"
"","EP300","2033","hsa04630","JAK-STAT signaling pathway","0.0201492537313435"
"","EP300","2033","hsa05161","Hepatitis B","0.0201492537313435"
"","EP300","2033","hsa05164","Influenza A","0.0211442786069652"
"","EP300","2033","hsa05152","Tuberculosis","0.0223880597014926"
"","EP300","2033","hsa05167","Kaposi sarcoma-associated herpesvirus infection","0.0235074626865672"
"","EP300","2033","hsa05203","Viral carcinogenesis","0.0253731343283583"
"","EP300","2033","hsa04024","cAMP signaling pathway","0.026865671641791"
"","EP300","2033","hsa05166","Human T-cell leukemia virus 1 infection","0.0272388059701493"
"","EP300","2033","hsa05016","Huntington disease","0.0380597014925372"
"","EP300","2033","hsa05206","MicroRNAs in cancer","0.0385572139303484"
"","EP300","2033","hsa05165","Human papillomavirus infection","0.0410447761194033"
"","EPHA1","2041","hsa04360","Axon guidance","0.0225124378109454"
"","EPHA2","1969","hsa04360","Axon guidance","0.0225124378109454"
"","EPHA2","1969","hsa04015","Rap1 signaling pathway","0.0261194029850746"
"","EPHA2","1969","hsa04014","Ras signaling pathway","0.0288557213930349"
"","EPHA2","1969","hsa04010","MAPK signaling pathway","0.0365671641791047"
"","EPHA2","1969","hsa04151","PI3K-Akt signaling pathway","0.0440298507462688"
"","EPHA3","2042","hsa04360","Axon guidance","0.0225124378109454"
"","EPHA4","2043","hsa04360","Axon guidance","0.0225124378109454"
"","EPHA5","2044","hsa04360","Axon guidance","0.0225124378109454"
"","EPHA6","285220","hsa04360","Axon guidance","0.0225124378109454"
"","EPHA7","2045","hsa04360","Axon guidance","0.0225124378109454"
"","EPHA8","2046","hsa04360","Axon guidance","0.0225124378109454"
"","EPHB1","2047","hsa04360","Axon guidance","0.0225124378109454"
"","EPHB2","2048","hsa04360","Axon guidance","0.0225124378109454"
"","EPHB3","2049","hsa04360","Axon guidance","0.0225124378109454"
"","EPHB4","2050","hsa04360","Axon guidance","0.0225124378109454"
"","EPOR","2057","hsa04640","Hematopoietic cell lineage","0.012313432835821"
"","EPOR","2057","hsa04630","JAK-STAT signaling pathway","0.0201492537313435"
"","EPOR","2057","hsa04060","Cytokine-cytokine receptor interaction","0.0365671641791047"
"","EPOR","2057","hsa04151","PI3K-Akt signaling pathway","0.0440298507462688"
"","ERBB2","2064","hsa05219","Bladder cancer","0.00509950248756219"
"","ERBB2","2064","hsa05213","Endometrial cancer","0.00721393034825879"
"","ERBB2","2064","hsa05223","Non-small cell lung cancer","0.00820895522388065"
"","ERBB2","2064","hsa05230","Central carbon metabolism in cancer","0.00858208955223894"
"","ERBB2","2064","hsa04520","Adherens junction","0.00883084577114435"
"","ERBB2","2064","hsa01524","Platinum drug resistance","0.00907960199004987"
"","ERBB2","2064","hsa05212","Pancreatic cancer","0.00945273631840793"
"","ERBB2","2064","hsa01521","EGFR tyrosine kinase inhibitor resistance","0.00982587064676621"
"","ERBB2","2064","hsa04012","ErbB signaling pathway","0.0105721393034826"
"","ERBB2","2064","hsa05215","Prostate cancer","0.0120646766169155"
"","ERBB2","2064","hsa01522","Endocrine resistance","0.0121890547263681"
"","ERBB2","2064","hsa04066","HIF-1 signaling pathway","0.0135572139303481"
"","ERBB2","2064","hsa05224","Breast cancer","0.0182835820895524"
"","ERBB2","2064","hsa05226","Gastric cancer","0.0185323383084578"
"","ERBB2","2064","hsa04530","Tight junction","0.0210199004975126"
"","ERBB2","2064","hsa04020","Calcium signaling pathway","0.0240049751243782"
"","ERBB2","2064","hsa04510","Focal adhesion","0.025"
"","ERBB2","2064","hsa05205","Proteoglycans in cancer","0.0254975124378108"
"","ERBB2","2064","hsa04010","MAPK signaling pathway","0.0365671641791047"
"","ERBB2","2064","hsa05206","MicroRNAs in cancer","0.0385572139303484"
"","ERBB2","2064","hsa04151","PI3K-Akt signaling pathway","0.0440298507462688"
"","ERBB3","2065","hsa01521","EGFR tyrosine kinase inhibitor resistance","0.00982587064676621"
"","ERBB3","2065","hsa04012","ErbB signaling pathway","0.0105721393034826"
"","ERBB3","2065","hsa04020","Calcium signaling pathway","0.0240049751243782"
"","ERBB3","2065","hsa05205","Proteoglycans in cancer","0.0254975124378108"
"","ERBB3","2065","hsa04010","MAPK signaling pathway","0.0365671641791047"
"","ERBB3","2065","hsa05206","MicroRNAs in cancer","0.0385572139303484"
"","ERBB3","2065","hsa04151","PI3K-Akt signaling pathway","0.0440298507462688"
"","ERBB4","2066","hsa04012","ErbB signaling pathway","0.0105721393034826"
"","ERBB4","2066","hsa04020","Calcium signaling pathway","0.0240049751243782"
"","ERBB4","2066","hsa05205","Proteoglycans in cancer","0.0254975124378108"
"","ERBB4","2066","hsa04010","MAPK signaling pathway","0.0365671641791047"
"","ERBB4","2066","hsa04151","PI3K-Akt signaling pathway","0.0440298507462688"
"","ERCC5","2073","hsa03420","Nucleotide excision repair","0.00584577114427864"
"","ERN1","2081","hsa05017","Spinocerebellar ataxia","0.0165422885572138"
"","ERN1","2081","hsa04210","Apoptosis","0.0169154228855722"
"","ERN1","2081","hsa04140","Autophagy - animal","0.0170398009950251"
"","ERN1","2081","hsa04932","Non-alcoholic fatty liver disease (NAFLD)","0.0185323383084578"
"","ERN1","2081","hsa04141","Protein processing in endoplasmic reticulum","0.0207711442786072"
"","ERN1","2081","hsa05012","Parkinson disease","0.0309701492537314"
"","ERN1","2081","hsa05016","Huntington disease","0.0380597014925372"
"","ERN1","2081","hsa05010","Alzheimer disease","0.0458955223880598"
"","ERO1A","30001","hsa05110","Vibrio cholerae infection","0.0062189054726367"
"","ERO1A","30001","hsa04141","Protein processing in endoplasmic reticulum","0.0207711442786072"
"","ESR1","2099","hsa04961","Endocrine and other factor-regulated calcium reabsorption","0.00659203980099499"
"","ESR1","2099","hsa04917","Prolactin signaling pathway","0.00870646766169159"
"","ESR1","2099","hsa01522","Endocrine resistance","0.0121890547263681"
"","ESR1","2099","hsa04919","Thyroid hormone signaling pathway","0.0150497512437812"
"","ESR1","2099","hsa04915","Estrogen signaling pathway","0.0171641791044775"
"","ESR1","2099","hsa05224","Breast cancer","0.0182835820895524"
"","ESR1","2099","hsa05205","Proteoglycans in cancer","0.0254975124378108"
"","ESR2","2100","hsa04929","GnRH secretion","0.00796019900497513"
"","ESR2","2100","hsa04917","Prolactin signaling pathway","0.00870646766169159"
"","ESR2","2100","hsa01522","Endocrine resistance","0.0121890547263681"
"","ESR2","2100","hsa04915","Estrogen signaling pathway","0.0171641791044775"
"","ESR2","2100","hsa05224","Breast cancer","0.0182835820895524"
"","EZH2","2146","hsa00310","Lysine degradation","0.00758706467661685"
"","EZH2","2146","hsa05206","MicroRNAs in cancer","0.0385572139303484"
"","FABP4","2167","hsa04923","Regulation of lipolysis in adipocytes","0.00696517412935338"
"","FABP4","2167","hsa03320","PPAR signaling pathway","0.0095771144278608"
"","FABP5","2171","hsa03320","PPAR signaling pathway","0.0095771144278608"
"","FADS1","3992","hsa01040","Biosynthesis of unsaturated fatty acids","0.00335820895522398"
"","FADS1","3992","hsa01212","Fatty acid metabolism","0.00708955223880614"
"","FADS2","9415","hsa00592","alpha-Linolenic acid metabolism","0.00310945273631857"
"","FADS2","9415","hsa01040","Biosynthesis of unsaturated fatty acids","0.00335820895522398"
"","FADS2","9415","hsa01212","Fatty acid metabolism","0.00708955223880614"
"","FADS2","9415","hsa03320","PPAR signaling pathway","0.0095771144278608"
"","FAS","355","hsa05143","African trypanosomiasis","0.00460199004975126"
"","FAS","355","hsa05330","Allograft rejection","0.00472636815920413"
"","FAS","355","hsa05332","Graft-versus-host disease","0.00509950248756219"
"","FAS","355","hsa04940","Type I diabetes mellitus","0.0053482587064676"
"","FAS","355","hsa05320","Autoimmune thyroid disease","0.00659203980099499"
"","FAS","355","hsa04115","p53 signaling pathway","0.00895522388059711"
"","FAS","355","hsa01524","Platinum drug resistance","0.00907960199004987"
"","FAS","355","hsa05142","Chagas disease (American trypanosomiasis)","0.0126865671641793"
"","FAS","355","hsa04668","TNF signaling pathway","0.0139303482587065"
"","FAS","355","hsa04650","Natural killer cell mediated cytotoxicity","0.0162935323383085"
"","FAS","355","hsa04210","Apoptosis","0.0169154228855722"
"","FAS","355","hsa05162","Measles","0.0171641791044775"
"","FAS","355","hsa04932","Non-alcoholic fatty liver disease (NAFLD)","0.0185323383084578"
"","FAS","355","hsa05160","Hepatitis C","0.0192786069651742"
"","FAS","355","hsa04217","Necroptosis","0.0197761194029852"
"","FAS","355","hsa05161","Hepatitis B","0.0201492537313435"
"","FAS","355","hsa05164","Influenza A","0.0211442786069652"
"","FAS","355","hsa05167","Kaposi sarcoma-associated herpesvirus infection","0.0235074626865672"
"","FAS","355","hsa05169","Epstein-Barr virus infection","0.025"
"","FAS","355","hsa05130","Pathogenic Escherichia coli infection","0.0251243781094528"
"","FAS","355","hsa05205","Proteoglycans in cancer","0.0254975124378108"
