"","ProtClass","Target","Molecule","Scaffold"
"550","ADP-ribosyl cyclase family","CD38","VDOCAIOXRHMIFP-UHFFFAOYSA-N","Sca255039"
"551","ADP-ribosyl cyclase family","CD38","ODGOHANETZJRIS-UHFFFAOYSA-N","Sca255039"
"552","ADP-ribosyl cyclase family","CD38","GZYBMNSSZHWNFF-UHFFFAOYSA-N","Sca255039"
"553","ADP-ribosyl cyclase family","CD38","NMBAKNSXUASOOK-UHFFFAOYSA-N","Sca255039"
"554","ADP-ribosyl cyclase family","CD38","YNCGIHNGHPENEQ-UHFFFAOYSA-N","Sca255039"
"555","ADP-ribosyl cyclase family","CD38","ONQZZRQBNMKTST-UHFFFAOYSA-N","Sca255039"
"556","ADP-ribosyl cyclase family","CD38","XMZBWFLDXDKJSK-UHFFFAOYSA-N","Sca255039"
"557","ADP-ribosyl cyclase family","CD38","FHCMCSXXDOVYLW-UHFFFAOYSA-N","Sca255039"
"558","ADP-ribosyl cyclase family","CD38","PHDMDAUUJRPHQA-UHFFFAOYSA-N","Sca11"
"559","ADP-ribosyl cyclase family","CD38","MTRMZJHBKHXWEO-UHFFFAOYSA-N","Sca212"
"560","ADP-ribosyl cyclase family","CD38","ONOQEENCEVCQAR-UHFFFAOYSA-N","Sca212"
"561","ADP-ribosyl cyclase family","CD38","WAIGMRDWHSXRKD-UHFFFAOYSA-N","Sca11"
"562","ADP-ribosyl cyclase family","CD38","MOKKZCCTNRQAHN-UHFFFAOYSA-N","Sca255039"
"563","ADP-ribosyl cyclase family","CD38","LOJCSTRHSDHULY-UHFFFAOYSA-N","Sca255039"
"564","ADP-ribosyl cyclase family","CD38","QBRDVXLJTSSKHA-UHFFFAOYSA-N","Sca255039"
"565","ADP-ribosyl cyclase family","CD38","VZSUHMSVIQXXMK-UHFFFAOYSA-N","Sca255039"
"566","ADP-ribosyl cyclase family","CD38","OAYVTXJSLVPLQP-UHFFFAOYSA-N","Sca255039"
"567","ADP-ribosyl cyclase family","CD38","LVKIZZWITJCZAO-BJHJDKERSA-N","Sca255039"
"568","ADP-ribosyl cyclase family","CD38","JWTNGHSTZHXTEI-UHFFFAOYSA-N","Sca255039"
"569","ADP-ribosyl cyclase family","CD38","GDJPSUNLWNVYIH-UHFFFAOYSA-N","Sca255039"
"570","ADP-ribosyl cyclase family","CD38","ZPHDUUDYARVFOB-UHFFFAOYSA-N","Sca255039"
"571","ADP-ribosyl cyclase family","CD38","QMUKXFROXCOBER-UHFFFAOYSA-N","Sca255039"
"572","ADP-ribosyl cyclase family","CD38","VUHUFXYMOCQDNL-UHFFFAOYSA-N","Sca133032"
"573","ADP-ribosyl cyclase family","CD38","BKBGRHJKORKCFW-UHFFFAOYSA-N","Sca255039"
"574","ADP-ribosyl cyclase family","CD38","LFBXDZBYLPPAHI-UHFFFAOYSA-N","Sca255039"
"575","BZIP family","XBP1","YPZRDXUBXUFGQX-UHFFFAOYSA-M","Sca157347"
"576","BZIP family","XBP1","WFOACGQBBBLAIM-UHFFFAOYSA-N","Sca246268"
"577","BZIP family","XBP1","FYTDXOGJMXIITH-UHFFFAOYSA-N","Sca246268"
"578","BZIP family","XBP1","UCAFJBSQKXVPDX-UHFFFAOYSA-N","Sca261797"
"579","BZIP family","XBP1","YCQANNMZZHKNIZ-ZLIHTVQJSA-N","Sca264081"
"580","BZIP family","XBP1","NQFSVTNYDHJLAT-BKEOZZTQSA-N","Sca264075"
"581","BZIP family","XBP1","FPSHEXYMLFPCLF-LVWWODSESA-N","Sca264081"
"582","PDGF/VEGF growth factor family","PLGF","XNFNMVVCSJDPPE-ZHJAKEBVSA-N","Sca179257"
"583","PDGF/VEGF growth factor family","PLGF","WTIWNWJCVLLHKW-FGGKEPPBSA-N","Sca179260"
"584","PDGF/VEGF growth factor family","PLGF","VKYWZTDFDFCHTC-NKQUKQHVSA-N","Sca179254"
"585","PDGF/VEGF growth factor family","PLGF","OCWAVXDKOXTVMR-DEHOOOJBSA-N","Sca179251"
"586","PDGF/VEGF growth factor family","PLGF","GXWIPZUWQQNHGA-BMHTYJBBSA-N","Sca179263"
"587","PDGF/VEGF growth factor family","PLGF","PSHTWLDWKUGJNS-ZCUGKWHYSA-N","Sca179265"
"588","PDGF/VEGF growth factor family","PLGF","PSHTWLDWKUGJNS-YOQNWUPSSA-N","Sca179265"
"589","PDGF/VEGF growth factor family","PLGF","NUAVLYAMYMIYMQ-XLUOEVAHSA-N","Sca179226"
"590","PDGF/VEGF growth factor family","PLGF","AVENPJLXPORGIV-AACLAAPASA-N","Sca179246"
"591","PDGF/VEGF growth factor family","PLGF","DHWJUOUREGIDIK-LFCYLIFCSA-N","Sca179226"
"592","PDGF/VEGF growth factor family","PLGF","LBBUBAQMBVLGGF-SZPIYGEDSA-N","Sca179265"
"593","PDGF/VEGF growth factor family","PLGF","ODHSAUHYPXHJGT-LQLMSOFXSA-N","Sca179249"
"594","PDGF/VEGF growth factor family","PLGF","XZZZULWTZVXHQA-LEJPJESASA-N","Sca179270"
"595","PDGF/VEGF growth factor family","PLGF","QVCTYFHVUQGUCT-CZDMZPTHSA-N","Sca179226"
"596","PDGF/VEGF growth factor family","PLGF","KOEOLLOLIPGAAN-YPFRLUKASA-N","Sca179226"
"597","PDGF/VEGF growth factor family","PLGF","FMOHPVGQHJFFCM-SOHUEORBSA-N","Sca179265"
"598","Type I cytokine receptor family, Type 1 subfamily","TPOR","GKXBZIZTMGDJFJ-JWGURIENSA-N","Sca161772"
"599","Type I cytokine receptor family, Type 1 subfamily","TPOR","VSVPLICYROLNNW-JWGURIENSA-N","Sca161814"
"600","Type I cytokine receptor family, Type 1 subfamily","TPOR","VGABBPNDLHRNOQ-HMAPJEAMSA-N","Sca161771"
"601","Type I cytokine receptor family, Type 1 subfamily","TPOR","YMJFWAZRZUTXJC-QNGOZBTKSA-N","Sca161772"
"602","Type I cytokine receptor family, Type 1 subfamily","TPOR","ZBCZFPJRXQRPGM-PLRJNAJWSA-N","Sca161771"
"603","Type I cytokine receptor family, Type 1 subfamily","TPOR","QEALRNYJQFKVHJ-QNGOZBTKSA-N","Sca161772"
"604","Type I cytokine receptor family, Type 1 subfamily","TPOR","NXQDHHINNZIVQT-HAHDFKILSA-N","Sca161813"
"605","Type I cytokine receptor family, Type 1 subfamily","TPOR","ZVQMLFYTXIMFOF-HMAPJEAMSA-N","Sca161771"
"606","Type I cytokine receptor family, Type 1 subfamily","TPOR","PUEZQFVXWUGNLH-QJOMJCCJSA-N","Sca161772"
"607","CISD protein family","CISD1","ULWSONREDISANN-VMPITWQZSA-N","Sca1544"
"608","Adhesion","ICAM1","JFOZKMSJYSPYLN-QHCPKHFHSA-N","Sca159361"
"609","Adhesion","LYAM2","FBTXRGUTPQFQMS-UHFFFAOYSA-N","Sca7"
"610","Adhesion","LYAM2","MGQZCYRVONIJQR-UHFFFAOYSA-N","Sca7"
"611","Adhesion","CD22","RHNNBOLUOGPAJV-CYOLFESQSA-N","Sca124090"
"612","Adhesion","CD22","SUDAYRLDSUECQH-GFYPMFDPSA-N","Sca124101"
"613","Adhesion","CD22","QATDWUKLFZZIKB-GFYPMFDPSA-N","Sca124101"
"614","Adhesion","CD22","YIBLAKJMSSTZDU-GFYPMFDPSA-N","Sca124101"
"615","Adhesion","CD22","OTRZIYCZOYEUAW-ZSGSMGMISA-N","Sca124093"
"616","Adhesion","CD22","BDPYJKQBNAKWGP-KBOYKCPCSA-N","Sca124096"
"617","Adhesion","CD22","VGZLWCUFGWIUKE-KXOIUKADSA-N","Sca143031"
"618","Adhesion","CD22","OYVPUTMZTUBFKJ-ARQUEJKBSA-N","Sca124094"
"619","Adhesion","LYAM1","SERRSGRGANILJR-UHFFFAOYSA-N","Sca87110"
"620","Integrin alpha chain family","ITA4","PORQBGUSJHJLPQ-QHCPKHFHSA-N","Sca110623"
"621","Integrin alpha chain family","ITA4","GWZJIEHVGSRWQJ-SFTDATJTSA-N","Sca92681"
"622","Integrin alpha chain family","ITA4","IFGXOTDKEWTBFF-OALUTQOASA-N","Sca92681"
"623","Integrin alpha chain family","ITA4","GIGIMGKAFFGNRE-UGKGYDQZSA-N","Sca116194"
"624","Integrin alpha chain family","ITA4","YNJNDBAQPYNBTR-PMACEKPBSA-N","Sca92681"
"625","Integrin alpha chain family","ITA4","VBQLKAJJKQAJIM-QPTUXGOLSA-N","Sca159922"
"626","Integrin alpha chain family","ITA4","VBQLKAJJKQAJIM-QPTUXGOLSA-N","Sca159996"
"627","Integrin alpha chain family","ITA4","MSLKEFBOXBUEPF-GOTSBHOMSA-N","Sca92681"
"628","Integrin alpha chain family","ITA4","KSXOGEYJDPMNEE-UHFFFAOYSA-N","Sca117391"
"629","Integrin alpha chain family","ITA4","GMINLGKKNUFSSX-SFTDATJTSA-N","Sca92681"
"630","Integrin alpha chain family","ITA4","IZGCHFAIPPDHJS-NYMACZPPSA-N","Sca117389"
"631","Integrin alpha chain family","ITA4","LLULTILUFGKYFX-PXLJZGITSA-N","Sca103728"
"632","Integrin alpha chain family","ITA4","NVSWYFNJDUCDCI-SFTDATJTSA-N","Sca92681"
"633","Integrin alpha chain family","ITA4","HVYQTZIUJILNAJ-DEOSSOPVSA-N","Sca110623"
"634","Integrin alpha chain family","ITA4","MONYNIRDTFXWKB-IAXKEJLGSA-N","Sca110623"
"635","Integrin alpha chain family","ITA4","HIRZLJKWWPKJHG-VXKWHMMOSA-N","Sca92681"
"636","Integrin alpha chain family","ITA4","RNXGBBKKJJGNNS-PMACEKPBSA-N","Sca77872"
"637","Integrin alpha chain family","ITA4","ONVNHFRCIGUQMP-FQEVSTJZSA-N","Sca110624"
"638","Integrin alpha chain family","ITA4","POPRDNSEBXLJLF-VMPREFPWSA-N","Sca103726"
"639","Integrin alpha chain family","ITA4","QISZKMMCJDRPAF-YTFSRNRJSA-N","Sca159922"
"640","Integrin alpha chain family","ITA4","WEBZMJPCAJJKTN-NRFANRHFSA-N","Sca110623"
"641","Integrin alpha chain family","ITA4","AQFDERFJIWDDCF-NRFANRHFSA-N","Sca110928"
"642","Integrin alpha chain family","ITA4","FKXHSLYDCOCXSG-ZEQRLZLVSA-N","Sca103738"
"643","Integrin alpha chain family","ITA4","REDKKVINILPCFB-OALUTQOASA-N","Sca92681"
"644","Integrin alpha chain family","ITA4","OLNROGQGRXSEDN-XUVXKRRUSA-N","Sca160042"
"645","Integrin alpha chain family","ITA4","ZNPQPNSOQCGUTL-NRFANRHFSA-N","Sca110623"
"646","Integrin alpha chain family","ITA4","ICYQFAXGIFGNST-PMACEKPBSA-N","Sca92681"
"647","Integrin alpha chain family","ITA4","SEBDKUQTAVRLGT-RBZQAINGSA-N","Sca159922"
"648","Integrin alpha chain family","ITA4","SEBDKUQTAVRLGT-RBZQAINGSA-N","Sca159996"
"649","Integrin alpha chain family","ITA4","BBJDKAQNUQEOHQ-ROUUACIJSA-N","Sca92681"
"650","Integrin alpha chain family","ITA4","TVEYZMJRXVGMPY-PMACEKPBSA-N","Sca92681"
"651","Integrin alpha chain family","ITA4","NXXULCNLVLCQMW-QPTUXGOLSA-N","Sca159962"
"652","Integrin alpha chain family","ITA4","VEWPLVJCTPFFPB-QFIPXVFZSA-N","Sca110623"
"653","Integrin alpha chain family","ITA4","VOYBRZYJCDABSR-LXLYTFERSA-N","Sca160066"
"654","Integrin alpha chain family","ITA4","CJSJCPSXRGQDKE-KYAQHZTFSA-N","Sca99079"
"655","Integrin alpha chain family","ITA4","CWGHGLXCBRDJKD-IBGZPJMESA-N","Sca110904"
"656","Integrin alpha chain family","ITA4","IGQAJLNWDRBAAB-SANMLTNESA-N","Sca110622"
"657","Integrin alpha chain family","ITA4","RNONHKYHQFSZDY-REWPJTCUSA-N","Sca116197"
"658","Integrin alpha chain family","ITA4","LHLHKPCPTPRBAT-ZEQRLZLVSA-N","Sca92681"
"659","Integrin alpha chain family","ITA4","CUJUCMOKDGIBMR-ZEQRLZLVSA-N","Sca103738"
"660","Integrin alpha chain family","ITA4","SLEPRLLRUJDHNF-NRFANRHFSA-N","Sca110624"
"661","Integrin alpha chain family","ITA4","RZTVQLZODGPXAG-FQEVSTJZSA-N","Sca110623"
"662","Integrin alpha chain family","ITA4","DWWRBBBYJCGWGH-OPXMRZJTSA-N","Sca117385"
"663","Integrin alpha chain family","ITA4","DYQOZATVQQMJJY-QPTUXGOLSA-N","Sca159922"
"664","Integrin alpha chain family","ITA4","DYQOZATVQQMJJY-QPTUXGOLSA-N","Sca159996"
"665","Integrin alpha chain family","ITA4","AEAYDNFPSLYSOA-UIUQJESISA-N","Sca117391"
"666","Integrin alpha chain family","ITA4","UHUMNACSISLLBS-HZXVKSMZSA-N","Sca146175"
"667","Integrin alpha chain family","ITA4","YAEVLJNHQBMRGU-ICTDUYRTSA-N","Sca117391"
"668","Integrin alpha chain family","ITA4","SRARTUKACIVLMP-YNJKOYDBSA-N","Sca146163"
"669","Integrin alpha chain family","ITA4","GKVFPAULNAWNJX-WIIGKZCBSA-N","Sca159912"
"670","Integrin alpha chain family","ITA4","SWCNXPKXNIGCDX-SFTDATJTSA-N","Sca77872"
"671","Integrin alpha chain family","ITA4","BGUIDBFPVBVYLX-NRFANRHFSA-N","Sca110928"
"672","Integrin alpha chain family","ITA4","LTYMJLTXGNXFIQ-VMPREFPWSA-N","Sca103726"
"673","Integrin alpha chain family","ITA4","HGUWOMZELHHUQV-QHCPKHFHSA-N","Sca1686"
"674","Integrin alpha chain family","ITA4","RJMUZBGFVXULMJ-SMCANUKXSA-N","Sca103726"
"675","Integrin alpha chain family","ITA4","XPOXILWLEPQOOH-FQEVSTJZSA-N","Sca110904"
"676","Integrin alpha chain family","ITA4","IIABHYNBTSJROG-PMACEKPBSA-N","Sca92681"
"677","Integrin alpha chain family","ITA4","RWWRKXWQTNULEA-BGERDNNASA-N","Sca110623"
"678","Integrin alpha chain family","ITA4","UOQRUCISSASGLE-VWLOTQADSA-N","Sca110623"
"679","Integrin alpha chain family","ITA4","WFRWRDPACMNSEM-PWRODBHTSA-N","Sca159922"
"680","Integrin alpha chain family","ITA4","OIGUWMRWUNGANB-QHCPKHFHSA-N","Sca110623"
"681","Integrin alpha chain family","ITA4","QGBXCDHCSWUMCT-IBGZPJMESA-N","Sca110624"
"682","Integrin alpha chain family","ITA4","BEYSUVLDGBAATA-QTLFVIRPSA-N","Sca99084"
"683","Integrin alpha chain family","ITA4","SNMVGQOESNPUOV-ROUUACIJSA-N","Sca92681"
"684","Integrin alpha chain family","ITA4","CIIULLSFEQSQLM-WUFINQPMSA-N","Sca103726"
"685","Integrin alpha chain family","ITA4","HMAGWXRVRVMHGK-ICDZXHCJSA-N","Sca159922"
"686","Integrin alpha chain family","ITA4","HMAGWXRVRVMHGK-ICDZXHCJSA-N","Sca159996"
"687","Integrin alpha chain family","ITA4","MYLLZAZDNANPCL-QFIPXVFZSA-N","Sca1686"
"688","Integrin alpha chain family","ITA4","RWXLEGJTWXHYFT-PMACEKPBSA-N","Sca92681"
"689","Integrin alpha chain family","ITA4","JHBJKRQQEIQKHE-IBGZPJMESA-N","Sca110623"
"690","Integrin alpha chain family","ITA4","SUPGBSSFNJDXNH-OXIOLLRCSA-N","Sca120507"
"691","Integrin alpha chain family","ITA4","XWUZBYZNZYQJKF-ZEQRLZLVSA-N","Sca92681"
"692","Integrin alpha chain family","ITA4","ULIGFGCKRRTCOA-UIOOFZCWSA-N","Sca103731"
"693","Integrin alpha chain family","ITA4","CGYFLQMZKNWLEB-XGRCMKMKSA-N","Sca11800"
"694","Integrin alpha chain family","ITA4","VSDOKMSXOUYHRM-NSOVKSMOSA-N","Sca103726"
"695","Integrin alpha chain family","ITA4","QQBPXAXSFYBAFJ-SFTDATJTSA-N","Sca92681"
"696","Integrin alpha chain family","ITA4","UXELCDHPQCTKTR-IBGZPJMESA-N","Sca110904"
"697","Integrin alpha chain family","ITA4","JRJYASJXABFMAT-KYJUHHDHSA-N","Sca103726"
"698","Integrin alpha chain family","ITA4","MZPKCSOECXTYLC-ICTDUYRTSA-N","Sca117389"
"699","Integrin alpha chain family","ITA4","QMJSEFHKEFJHPI-YGOYIFOWSA-N","Sca146167"
"700","Integrin alpha chain family","ITA4","NLJJQBFMCWFYIW-PMACEKPBSA-N","Sca92681"
"701","Integrin alpha chain family","ITA4","AJRKSLWLFLTFCK-CUNXSJBXSA-N","Sca11800"
"702","Integrin alpha chain family","ITA4","TZFKCNHTXQSQLT-NYMACZPPSA-N","Sca146155"
"703","Integrin alpha chain family","ITA4","WBCOIWFOZDTSAF-FRXPANAUSA-N","Sca159912"
"704","Integrin alpha chain family","ITA4","BPJJOQAMMGQDDF-UHFFFAOYSA-N","Sca117391"
"705","Integrin alpha chain family","ITA4","CTRIJHIVZHRDHX-CMOCDZPBSA-N","Sca116174"
"706","Integrin alpha chain family","ITA4","ANNOKGXWULWTGK-DQEYMECFSA-N","Sca103733"
"707","Integrin alpha chain family","ITA4","IWGNNKVAMHXIPW-ROUUACIJSA-N","Sca92681"
"708","Integrin alpha chain family","ITA4","QVHYHKMNKKORNL-NYMACZPPSA-N","Sca146159"
"709","Integrin alpha chain family","ITA4","FVAIVLVJBJHRGN-NRFANRHFSA-N","Sca110623"
"710","Integrin alpha chain family","ITA4","VLSKTGIWTDJHAN-ICTDUYRTSA-N","Sca146190"
"711","Integrin alpha chain family","ITA4","HJAWHIKGQTVOTF-HZXVKSMZSA-N","Sca146171"
"712","Integrin alpha chain family","ITA4","ZIZMAANWJMCCKV-MHZHKKNFSA-N","Sca146182"
"713","Integrin alpha chain family","ITA4","KXHIBDMMVZVZBW-LSYYVWMOSA-N","Sca103726"
"714","Integrin alpha chain family","ITA4","FBKITRIRLKVKDU-SFTDATJTSA-N","Sca116174"
"715","Integrin alpha chain family","ITA4","KCHWAIVFBMDFOL-OXIOLLRCSA-N","Sca120507"
"716","Integrin alpha chain family","ITA4","BOLRFCDFAQTBDV-MHZHKKNFSA-N","Sca117391"
"717","Integrin alpha chain family","ITA4","CTRIJHIVZHRDHX-MYGLTJDJSA-N","Sca116174"
"718","Integrin alpha chain family","ITA4","YAUSGTWYQGTRDL-OALUTQOASA-N","Sca77872"
"719","Integrin alpha chain family","ITA4","AZWIIFCIAADKFM-PMACEKPBSA-N","Sca92681"
"720","Integrin alpha chain family","ITA4","KXZVOFJZEJPONQ-BQSWYOCVSA-N","Sca99082"
"721","Integrin alpha chain family","ITA4","JZVURHUDNORTIE-NYMACZPPSA-N","Sca117393"
"722","Integrin alpha chain family","ITA4","SFDMPCQUNHHBRT-WUFINQPMSA-N","Sca103751"
"723","Integrin alpha chain family","ITA4","OOYFOUHICCOHRQ-CVLSMVSNSA-N","Sca120503"
"724","Integrin alpha chain family","ITA4","XWFOQFNTOYPKSS-FQEVSTJZSA-N","Sca110624"
"725","Integrin alpha chain family","ITA4","QWIJSVXVEPHLFX-IDPUZZCCSA-N","Sca99077"
"726","Integrin alpha chain family","ITA4","ZPNLLELWSXAWRB-RBZQAINGSA-N","Sca159922"
"727","Integrin alpha chain family","ITA4","ZPNLLELWSXAWRB-RBZQAINGSA-N","Sca159996"
"728","Integrin alpha chain family","ITA4","VWDASDWMYRCPOB-KYJUHHDHSA-N","Sca103740"
"729","Integrin alpha chain family","ITA4","WQKGOLGYPXZSSX-QFIPXVFZSA-N","Sca110623"
"730","Integrin alpha chain family","ITA4","OIMQYWATTYNADK-OXIOLLRCSA-N","Sca120505"
"731","Integrin alpha chain family","ITA4","MUAVLVQNZMLEAP-ICTDUYRTSA-N","Sca146192"
"732","Integrin alpha chain family","ITA4","XFVTZTQCGZVSDX-PMACEKPBSA-N","Sca92681"
"733","Integrin alpha chain family","ITA4","BOZBYFDEPITTPF-KYJUHHDHSA-N","Sca103726"
"734","Integrin alpha chain family","ITA4","GLJNHEQKGADNBQ-VXKWHMMOSA-N","Sca11800"
"735","Integrin alpha chain family","ITA4","XUKMLGOSDAVWPM-DQEYMECFSA-N","Sca103737"
"736","Integrin alpha chain family","ITA4","VSPGOHCWYWVAIX-NRFANRHFSA-N","Sca110623"
"737","Integrin alpha chain family","ITA4","DOJRXKAOYCDVRA-VXKWHMMOSA-N","Sca92681"
"738","Integrin alpha chain family","ITA4","AGLXNRRKSIENTD-KRWDZBQOSA-N","Sca110624"
"739","Integrin alpha chain family","ITA4","MYVWWHHYGXPOOR-QFIPXVFZSA-N","Sca110623"
"740","Integrin alpha chain family","ITA4","ZRZRMFPBYJFMQN-BPARTEKVSA-N","Sca110623"
"741","Integrin alpha chain family","ITA4","BTGVFQXCQFVKOT-FQEVSTJZSA-N","Sca110624"
"742","Integrin alpha chain family","ITA4","FPQBJCFWZGCTHD-KYJUHHDHSA-N","Sca103726"
"743","Integrin alpha chain family","ITA4","DJDNQYHILBKCSK-OALUTQOASA-N","Sca92681"
"744","Integrin alpha chain family","ITA4","PQAJPRNIUFHIOE-QFIPXVFZSA-N","Sca110623"
"745","Integrin alpha chain family","ITA4","GAMPPXBDIFOQMZ-VMPREFPWSA-N","Sca103726"
"746","Integrin alpha chain family","ITA4","ALXNISHJJRZATF-YTMVLYRLSA-N","Sca103726"
"747","Integrin alpha chain family","ITA4","TZXKLMVMNJVFHX-SVBPBHIXSA-N","Sca103738"
"748","Integrin alpha chain family","ITA4","OIQZAMZTLHTQQB-MDNUFGMLSA-N","Sca160063"
"749","Integrin alpha chain family","ITA4","QYLBKXAXCZCWNI-UIOOFZCWSA-N","Sca103733"
"750","Integrin alpha chain family","ITA4","DWWRBBBYJCGWGH-YNJKOYDBSA-N","Sca117385"
"751","Integrin alpha chain family","ITA4","MOLSBIJQBRSJQZ-MHZHKKNFSA-N","Sca117391"
"752","Integrin alpha chain family","ITA4","RPYHKNXKWKZJCZ-YCKQIAHZSA-N","Sca120511"
"753","Integrin alpha chain family","ITA4","QEPXZBPJIPFLAZ-OALUTQOASA-N","Sca92681"
"754","Integrin alpha chain family","ITA4","RIGBAGKCAINEEX-UHFFFAOYSA-N","Sca117391"
"755","Integrin alpha chain family","ITA4","IDUJCWSNHNVWRK-SLTKKEMYSA-N","Sca146179"
"756","Integrin alpha chain family","ITA4","GZKJUWNVJUCJGE-IBGZPJMESA-N","Sca110624"
"757","Integrin alpha chain family","ITA4","JRYRCJCRZSYGMZ-QHCPKHFHSA-N","Sca110623"
"758","Integrin alpha chain family","ITA4","KXDHHOHONIXTFW-SVBPBHIXSA-N","Sca103736"
"759","Integrin alpha chain family","ITA4","UIGJZBBMXXMIRM-SFTDATJTSA-N","Sca92681"
"760","Integrin alpha chain family","ITA4","WIBDJDYXWICGSX-SFTDATJTSA-N","Sca92681"
"761","Integrin alpha chain family","ITA4","ZVYKWIXTSCOLQS-NYMACZPPSA-N","Sca117385"
"762","Integrin alpha chain family","ITA4","IXKJOSLEQCGVAX-SFTDATJTSA-N","Sca92681"
"763","Integrin alpha chain family","ITA4","CTRIJHIVZHRDHX-INAZGPRKSA-N","Sca116174"
"764","Integrin alpha chain family","ITA4","WRDAJCAOSGLLQW-SFTDATJTSA-N","Sca92681"
"765","Integrin alpha chain family","ITA4","WSLYGTJBLAWGMH-UPRLRBBYSA-N","Sca159990"
"766","Integrin alpha chain family","ITA4","FQJKZZROWKIEKJ-QFIPXVFZSA-N","Sca110623"
"767","Integrin alpha chain family","ITA4","FIDSZJIEJDCVCK-UIOOFZCWSA-N","Sca103742"
"768","Integrin alpha chain family","ITA4","BXUFJUMJIGONEH-CPESWEKQSA-N","Sca146186"
"769","Integrin alpha chain family","ITA4","FHRCPGGLVYYPQM-GOTSBHOMSA-N","Sca92681"
"770","Integrin alpha chain family","ITA4","HYXDOLUWKMWHER-ROUUACIJSA-N","Sca92681"
"771","Integrin alpha chain family","ITA4","VVZGYMGXVWZKDS-QHCPKHFHSA-N","Sca110623"
"772","Integrin alpha chain family","ITA4","CFXNSLXHWYNOJM-YTMVLYRLSA-N","Sca103726"
"773","Integrin alpha chain family","ITA4","JKNAIRNASBFJCR-JDXGNMNLSA-N","Sca103726"
"774","Integrin alpha chain family","ITA4","KDGCHSNISWPLLL-RBZQAINGSA-N","Sca159922"
"775","Integrin alpha chain family","ITA4","KDGCHSNISWPLLL-RBZQAINGSA-N","Sca159996"
"776","Integrin alpha chain family","ITA4","WKOSSYRAWDMPBE-VMPREFPWSA-N","Sca103726"
"777","Protein kinase superfamily, CAMK Ser/Thr protein kinase family","TSSK3","WVYPOHDPGYBAGO-UONOGXRCSA-N","Sca32347"
"778","Secreted frizzled-related protein (sFRP) family","SFRP1","KHJCNXWNUWJMQA-UHFFFAOYSA-N","Sca120451"
"779","Secreted frizzled-related protein (sFRP) family","SFRP1","SJYCJTGBSSKKBW-UHFFFAOYSA-N","Sca998"
"780","Secreted frizzled-related protein (sFRP) family","SFRP1","LXMVIRZQJKZCNH-SANMLTNESA-N","Sca120494"
"781","Secreted frizzled-related protein (sFRP) family","SFRP1","OFNCRSCSSBSRLH-QFIPXVFZSA-N","Sca120495"
"782","Secreted frizzled-related protein (sFRP) family","SFRP1","FCXCNDHEICKHMB-QHCPKHFHSA-N","Sca120495"
"783","Secreted frizzled-related protein (sFRP) family","SFRP1","KTXPWQMRCCXMLX-UHFFFAOYSA-N","Sca145921"
"784","Secreted frizzled-related protein (sFRP) family","SFRP1","PVSIUMMRWKXDQI-UHFFFAOYSA-N","Sca145923"
"785","Secreted frizzled-related protein (sFRP) family","SFRP1","YUFZSPIHLDEFRC-UHFFFAOYSA-N","Sca998"
"786","Secreted frizzled-related protein (sFRP) family","SFRP1","ORINJDXPCRWIDA-UHFFFAOYSA-N","Sca126949"
"787","Secreted frizzled-related protein (sFRP) family","SFRP1","CUKVPVAQKUDUCX-FQEVSTJZSA-N","Sca120495"
"788","Secreted frizzled-related protein (sFRP) family","SFRP1","AFFKILKRCQTYFJ-QFIPXVFZSA-N","Sca120497"
"789","Secreted frizzled-related protein (sFRP) family","SFRP1","FCXCNDHEICKHMB-HSZRJFAPSA-N","Sca120495"
"790","Secreted frizzled-related protein (sFRP) family","SFRP1","OJSUGALSWDZDPW-UHFFFAOYSA-N","Sca120451"
"791","Secreted frizzled-related protein (sFRP) family","SFRP1","KFRQUJGHHZKEBM-NRFANRHFSA-N","Sca120495"
"792","Secreted frizzled-related protein (sFRP) family","SFRP1","QRRRFXRYQZQTNR-UHFFFAOYSA-N","Sca998"
"793","Secreted frizzled-related protein (sFRP) family","SFRP1","SSUGDKOLNYAHSD-UHFFFAOYSA-N","Sca120451"
"794","Secreted frizzled-related protein (sFRP) family","SFRP1","IPZIECHJCHUYLR-UHFFFAOYSA-N","Sca120451"
"795","Secreted frizzled-related protein (sFRP) family","SFRP1","XVNXQYZVQVAWDS-SANMLTNESA-N","Sca120494"
"796","Secreted frizzled-related protein (sFRP) family","SFRP1","XFXVQPUPMFDVMJ-UHFFFAOYSA-N","Sca120451"
"797","Secreted frizzled-related protein (sFRP) family","SFRP1","RGUYWJIIGGMBKL-UHFFFAOYSA-N","Sca120451"
"798","Secreted frizzled-related protein (sFRP) family","SFRP1","NRLJWPWRBPODBR-VWLOTQADSA-N","Sca120495"
"799","Secreted frizzled-related protein (sFRP) family","SFRP1","MJRLIVFDLFBXET-UHFFFAOYSA-N","Sca998"
"800","Secreted frizzled-related protein (sFRP) family","SFRP1","ZMBNIOOXNAOASY-UHFFFAOYSA-N","Sca120451"
"801","Secreted frizzled-related protein (sFRP) family","SFRP1","JFLCMQLJIGPPDH-QHCPKHFHSA-N","Sca120495"
"802","Secreted frizzled-related protein (sFRP) family","SFRP1","CVIGLQTTWLTQEY-QHCPKHFHSA-N","Sca120495"
"803","Secreted frizzled-related protein (sFRP) family","SFRP1","ITBGJNVZJBVPLJ-UHFFFAOYSA-N","Sca998"
