ProtClass,Target,Molecule,ScaID
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,WJPMVXGXXLNBEN-UHFFFAOYSA-N,Sca83605
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,UMPNKZORJDFNCA-UHFFFAOYSA-N,Sca92493
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,VWGTWONEZRKZRQ-UHFFFAOYSA-N,Sca252897
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,XETFRQSXUSJFTQ-UHFFFAOYSA-N,Sca407
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,DTDVBYRJYQLMSF-UHFFFAOYSA-N,Sca124356
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,HSUZJVHYLRSSQM-UHFFFAOYSA-N,Sca7
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,WOBTZYHUGUOYFA-UHFFFAOYSA-N,Sca7
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,FWTLKBYOKWCAEO-UHFFFAOYSA-N,Sca92493
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,UFEIGDKXCLHAPU-UHFFFAOYSA-N,Sca21126
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,GMKDRYOJWQXLTE-UHFFFAOYSA-N,Sca83633
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,HZBNGPXKCIHTTC-UHFFFAOYSA-N,Sca148350
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,CSIZNYPDEUPVKZ-UHFFFAOYSA-N,Sca7
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,CNVKZYLQZYULJV-UHFFFAOYSA-N,Sca7
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,XMZKYVTYJKSJKG-UHFFFAOYSA-N,Sca21126
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,ASTLYMNMTDERKI-IMUKZWIGSA-N,Sca75732
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,DPUDSUKLVWJOHF-UHFFFAOYSA-N,Sca407
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,IAUYPBWLYMUNHS-UHFFFAOYSA-N,Sca5103
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,UWRRECCPOPWQFF-UHFFFAOYSA-N,Sca7
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,JEXLPLDYRYUENX-CMYDWJSCSA-N,Sca77173
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,VRCMDLDBHFNHBT-UHFFFAOYSA-N,Sca3871
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,LYVSLMPYMYETMJ-UHFFFAOYSA-N,Sca250849
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,YPXOOPFXOOABHI-UHFFFAOYSA-N,Sca103746
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,LMLSWHPQUWFGHJ-UHFFFAOYSA-N,Sca9804
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,ZIMHQMXADUASSG-UHFFFAOYSA-N,Sca565
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,XGQYNNAEFXRDTB-UHFFFAOYSA-N,Sca7
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,CXSWMXMKWWOTPK-PZXRDPTESA-N,Sca75057
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,SYPXZIFSIJUYCS-UHFFFAOYSA-N,Sca3871
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,LORGBPUOJISMFM-HSZRJFAPSA-N,Sca94520
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,XZEUVIHLCFNVAG-MMGLVXLISA-N,Sca10334
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,KYWWJENKIMRJBI-UHFFFAOYSA-N,Sca124356
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,GUMNJMLKNVBADL-UHFFFAOYSA-N,Sca7
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,FHEOPZZFNWUQEY-UHFFFAOYSA-N,Sca615
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,ZDUOYBOFMKORCT-UHFFFAOYSA-N,Sca565
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,LJZFYKYOXOCPDD-UHFFFAOYSA-N,Sca565
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,RQWNCTCLCHQGGW-UHFFFAOYSA-N,Sca339
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,QPTHELRQXXXGIF-UHFFFAOYSA-N,Sca87825
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,AAXKPQBGHZNCOJ-UHFFFAOYSA-N,Sca87827
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,MVLVWBZCSDBJRB-UHFFFAOYSA-N,Sca615
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,IWVRHURFJVBGSF-UHFFFAOYSA-N,Sca4497
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,JZHGBILVGRSOHN-UHFFFAOYSA-N,Sca87827
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,TXKFTWAELLNECY-UHFFFAOYSA-N,Sca36695
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,JPIHSYRXQLKCID-NTFVMDSBSA-N,Sca92495
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,AVFHESCTYUCKBX-UHFFFAOYSA-N,Sca9804
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,MUUGHUBMRJKYSW-UHFFFAOYSA-N,Sca7
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,VOOZJAGZCXOELE-UHFFFAOYSA-N,Sca160027
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,XFIORQLIQIPEBM-XMMPIXPASA-N,Sca21126
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,VLCMRTMCMQJSKM-UHFFFAOYSA-N,Sca565
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,SRRMALAKIVOBLG-UHFFFAOYSA-N,Sca15871
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,KJVVCZBQRYYDRM-UHFFFAOYSA-N,Sca7
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,SUSIJEPKDLCOFC-UHFFFAOYSA-N,Sca3871
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,FLQMNHODIBPHAJ-UHFFFAOYSA-N,Sca9804
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,QGOMJEFGXRFUAA-UHFFFAOYSA-N,Sca565
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,ZVQPSFBFGZWVGY-UHFFFAOYSA-N,Sca9804
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,FJTZZSUSVZOHJU-UHFFFAOYSA-N,Sca8505
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,NIFOQZBOAOCXKN-UHFFFAOYSA-N,Sca8505
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,ZVLHOXBSTALIAV-UHFFFAOYSA-N,Sca565
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,SYOKLRCUKUPRMN-ZFHJGKNLSA-N,Sca75686
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,SENBJMMSGVHUDH-UHFFFAOYSA-N,Sca87827
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,JYNPEZDAIHSJHW-UHFFFAOYSA-N,Sca9804
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,XAQNYALTFTXDFC-UHFFFAOYSA-N,Sca15871
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,OHMHEOQEFHVRNC-UHFFFAOYSA-N,Sca110
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,INTBHOCJAASBMR-UHFFFAOYSA-N,Sca9804
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,RKGUCTQUPQWZOT-UHFFFAOYSA-N,Sca565
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,OWWNUAVAXAAAAM-UHFFFAOYSA-N,Sca565
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,HNBMEVGNLQVKHO-UHFFFAOYSA-N,Sca3871
"Nuclear hormone receptor family, NR1 subfamily",NR1H3,FCQLLWXAPLXYQV-HQMADOEBSA-N,Sca77180
"Nuclear hormone receptor family, NR1 subfamily",NR1I3,KRVXMNNRSSQZJP-PHFHYRSDSA-N,Sca620
"Nuclear hormone receptor family, NR1 subfamily",NR1I3,KRVXMNNRSSQZJP-PHFHYRSDSA-N,Sca14580
"Nuclear hormone receptor family, NR1 subfamily",NR1I3,KRVXMNNRSSQZJP-PHFHYRSDSA-N,Sca10335
"Nuclear hormone receptor family, NR1 subfamily",NR1I3,HNDHDMOSWUAEAW-UHFFFAOYSA-N,Sca1690
"Nuclear hormone receptor family, NR1 subfamily",NR1I3,HNDHDMOSWUAEAW-UHFFFAOYSA-N,Sca125
"Nuclear hormone receptor family, NR1 subfamily",NR1I3,ZQWBOKJVVYNKTL-AUEPDCJTSA-N,Sca46769
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,JQXXHWHPUNPDRT-WLSIYKJHSA-N,Sca32534
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,PVWQXJAEVDVYLP-UHFFFAOYSA-N,Sca244670
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,KYDUJTWWFCHEAT-UHFFFAOYSA-N,Sca170141
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,JGWLJYUWJAGUIP-GKOSEXJESA-N,Sca260077
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,KQOXLKOJHVFTRN-UHFFFAOYSA-N,Sca3974
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,BFSXCXZPOKQITB-UHFFFAOYSA-N,Sca244673
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,KGSZHKRKHXOAMG-HQKKAZOISA-N,Sca4612
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,KGSZHKRKHXOAMG-HQKKAZOISA-N,Sca113238
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,KGSZHKRKHXOAMG-HQKKAZOISA-N,Sca109724
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,UUKVPGQBLMJINN-UHFFFAOYSA-N,Sca244666
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,IWYOSSYNDBCVIR-UHFFFAOYSA-N,Sca779
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,NZGPNMYYBHSCBR-UHFFFAOYSA-N,Sca798
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,TYYLMKBOWXDDCT-UHFFFAOYSA-N,Sca7
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,SJHVCKKHMDJXRU-UHFFFAOYSA-N,Sca260109
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,DVFCSRCPPGGKJA-UHFFFAOYSA-N,Sca170141
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,HLRDMFKUBGUXIF-BMSJAHLVSA-N,Sca260098
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,GPCPQPXWVJMHEX-UHFFFAOYSA-N,Sca4247
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,RULTVKUCIIFLBJ-UHFFFAOYSA-N,Sca244664
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,OAIVSBLLDFJYMS-UHFFFAOYSA-N,Sca80831
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,SGIWFELWJPNFDH-UHFFFAOYSA-N,Sca7
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,LGZJDOMWASTSDR-UHFFFAOYSA-N,Sca798
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,UZBUSCTWIRRONO-HPRDVNIFSA-N,Sca260105
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,UTNGGQLDLOPGEY-UHFFFAOYSA-N,Sca244681
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,RTHMHPHETQFWGP-UHFFFAOYSA-N,Sca7
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,LKFZKPRWHFURRD-UHFFFAOYSA-N,Sca36458
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,MWCQWYCYOKYQII-UHFFFAOYSA-N,Sca244664
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,XUVYNXAYRAIJTP-UHFFFAOYSA-N,Sca7
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,TWPRIJGADLWQSF-UHFFFAOYSA-N,Sca244664
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,YVMQUIHDHWLADX-UHFFFAOYSA-N,Sca36458
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,WGEBFTQNSAJNQB-UHFFFAOYSA-N,Sca7
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,OHCQJHSOBUTRHG-KGGHGJDLSA-N,Sca20364
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,PNVISBSJOVSMIK-UHFFFAOYSA-N,Sca244664
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,WQOZQUOBLZIYNU-UHFFFAOYSA-N,Sca798
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,ZTTKEBYSXUCBSE-UHFFFAOYSA-N,Sca234796
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,JFIOVJDNOJYLKP-UHFFFAOYSA-N,Sca7
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,GRWNPFJXINLSNF-UHFFFAOYSA-N,Sca145767
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,GZNPNEGPNDQTQQ-UHFFFAOYSA-N,Sca234812
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,TVFMGTKSNWTWKN-UHFFFAOYSA-N,Sca145414
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,BAINIUMDFURPJM-UHFFFAOYSA-N,Sca3566
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,FAIIFDPAEUKBEP-UHFFFAOYSA-N,Sca46901
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,FAIIFDPAEUKBEP-UHFFFAOYSA-N,Sca2850
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,QTTRZHGPGKRAFB-OOKHYKNYSA-N,Sca1168
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,QTTRZHGPGKRAFB-OOKHYKNYSA-N,Sca7207
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,SAKKPZOSAFYJBK-UHFFFAOYSA-N,Sca355
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,IRGZMWLWLHSDHZ-UHFFFAOYSA-N,Sca798
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,ZWHNWMJLCJLVSY-GKOSEXJESA-N,Sca260075
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,UIAGMCDKSXEBJQ-UHFFFAOYSA-N,Sca46901
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,UIAGMCDKSXEBJQ-UHFFFAOYSA-N,Sca2850
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,IVNRPSKTRKQRGY-UHFFFAOYSA-N,Sca7
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,YEEZWCHGZNKEEK-UHFFFAOYSA-N,Sca5749
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,XCJCRDUPVLFMDD-UHFFFAOYSA-N,Sca7
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,REGGUSMKWKQUJO-UHFFFAOYSA-N,Sca7
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,QFJCIRLUMZQUOT-HPLJOQBZSA-N,Sca381
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,OBPRFPBKSUICFQ-UHFFFAOYSA-N,Sca244664
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,QXRSDHAAWVKZLJ-PVYNADRNSA-N,Sca37028
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,CFCUWKMKBJTWLW-WZIVUMCRSA-N,Sca122091
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,NNJPGOLRFBJNIW-HNNXBMFYSA-N,Sca3997
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,ZUXNZUWOTSUBMN-UHFFFAOYSA-N,Sca1021
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,FAOZLTXFLGPHNG-KNAQIMQKSA-N,Sca1168
"Nuclear hormone receptor family, NR1 subfamily",NR1I2,FAOZLTXFLGPHNG-KNAQIMQKSA-N,Sca7207
Heat shock protein 70 family,GRP78,DRKBZEJUOBNVRH-TXWYELBGSA-N,Sca257585
Heat shock protein 70 family,HS71A,AFSDNFLWKVMVRB-UHFFFAOYSA-N,Sca109746
Heat shock protein 70 family,HS71A,AFSDNFLWKVMVRB-UHFFFAOYSA-N,Sca138
Patched family,NPCL1,CLLBYTVFTFAAOX-IAPPQJPRSA-N,Sca117339
Patched family,NPCL1,KKTCQIPPUNTAAA-CGUDRZBZSA-N,Sca10334
Patched family,NPCL1,QMFCPSFSIJAGKI-YMNQVYQZSA-N,Sca620
Patched family,NPCL1,QMFCPSFSIJAGKI-YMNQVYQZSA-N,Sca14580
Patched family,NPCL1,QMFCPSFSIJAGKI-YMNQVYQZSA-N,Sca10335
Patched family,NPCL1,YTKWKIHGPDDUPY-UHFFFAOYSA-N,Sca1495
Patched family,NPCL1,GXPXZNYXARNSJU-YRZXLHNISA-N,Sca10334
Patched family,NPCL1,VALZBAJIFGBQFR-KGBGALGJSA-N,Sca27383
Patched family,NPCL1,MFYOJXZFPPJOTE-UHFFFAOYSA-N,Sca117399
Patched family,NPCL1,XSLPBDIUBNXKFX-ACBDEFBISA-N,Sca128
Patched family,NPCL1,NXKQCLGJGYHISK-LGVKIFKBSA-N,Sca117337
Patched family,NPCL1,ZCVIBQLRHCRSAC-VPEWLHCBSA-N,Sca10334
Patched family,NPCL1,YUAYIXDOZFBVPT-UHFFFAOYSA-N,Sca117341
Patched family,NPCL1,MHJNIFPTUPTBCA-NISAUSBYSA-N,Sca128
Patched family,NPCL1,VKCBCQFVIUAIQU-UHFFFAOYSA-N,Sca175417
Patched family,NPCL1,LSUMIUMRHIQUIT-VPEWLHCBSA-N,Sca620
Patched family,NPCL1,LSUMIUMRHIQUIT-VPEWLHCBSA-N,Sca14580
Patched family,NPCL1,LSUMIUMRHIQUIT-VPEWLHCBSA-N,Sca10335
Patched family,NPCL1,FTJSRBDTNXQZRL-ANZMIORLSA-N,Sca10334
Patched family,NPCL1,JUHZVDKMZKMTPG-USGZZSKXSA-N,Sca243748
Patched family,NPCL1,GGPSXLGYSJTGMV-UHFFFAOYSA-N,Sca175417
Patched family,NPCL1,UOFYCFMTERCNEW-ADEYADIWSA-N,Sca43005
Patched family,NPCL1,OLNTVTPDXPETLC-XPWALMASSA-N,Sca7699
Patched family,NPCL1,QVUSMROKGZCDDR-SUSVGSBASA-N,Sca43005
Patched family,NPCL1,DWURZHBEXYXPMW-GLTMZICQSA-N,Sca43005
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,YOURSKBAKQLDQW-UHFFFAOYSA-N,Sca196892
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,MOHQOWFTKJLPON-UHFFFAOYSA-N,Sca248385
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,BZCPHNMRUHFTAH-UHFFFAOYSA-N,Sca17542
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,LFMHIDSOWHRMCC-PHEQNACWSA-N,Sca933
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,QKKFAWYMSIFENP-UHFFFAOYSA-N,Sca10000
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,WSVVREJKHFUOCD-UHFFFAOYSA-N,Sca17542
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,VNMQONKZFZQPCT-CZNDPXEESA-N,Sca13988
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,FZGHBCFGCSMRTK-UHFFFAOYSA-N,Sca8073
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,ZVASCVRKMXOAJR-UHFFFAOYSA-N,Sca195336
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,IPXHDKAGTKPTNS-UHFFFAOYSA-N,Sca8505
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,KBEUKMLEXDGSBY-UHFFFAOYSA-N,Sca27617
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,FOKOJZIZIFXACK-UHFFFAOYSA-N,Sca27617
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,SOUZORJPTHGIJA-UHFFFAOYSA-N,Sca195336
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,JCCWMVJVFGZDBV-UHFFFAOYSA-N,Sca195336
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,VTVFTFXYVIRFSS-UHFFFAOYSA-N,Sca17542
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,SZEZWSZHIXCOPS-UHFFFAOYSA-N,Sca232865
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,ALGDHWVALRSLBT-UHFFFAOYSA-N,Sca507
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,NTWNRLYBRGXSOK-UHFFFAOYSA-N,Sca196892
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,MRPIPWQQHPAIGR-UHFFFAOYSA-N,Sca17542
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,NECCTVFNAYKBCX-JPYFANRKSA-N,Sca13989
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,ZGHKGCZTOQVKBS-UHFFFAOYSA-N,Sca17542
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,AKAMCNVSSDZPIJ-UHFFFAOYSA-N,Sca216686
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,GLKFHYWFVUWOTN-UHFFFAOYSA-N,Sca17542
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,NPEXIJINZNZJDD-UHFFFAOYSA-N,Sca27617
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,XTIXUZDDNPXVTI-UHFFFAOYSA-N,Sca217391
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,IEQRCWORKDNNAK-UHFFFAOYSA-N,Sca5678
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,XPNBVAOZAHYCST-JHOUSYSJSA-N,Sca13988
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,LGGHDPFKSSRQNS-UHFFFAOYSA-N,Sca60978
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,AVHJXIQRXJQLGH-KAVGSWPWSA-N,Sca933
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,GYTRWQPUSUVLGJ-UTLPMFLDSA-N,Sca933
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,KBOPYIFJKAZTPU-UHFFFAOYSA-N,Sca216681
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,MZRKEGQIAKLYGV-UHFFFAOYSA-N,Sca232865
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,VCKRZQLIEJEEEL-UHFFFAOYSA-N,Sca195336
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,SWVBKVBMDAMNEF-UHFFFAOYSA-N,Sca232871
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,YIGNYKLWOLKRGB-UHFFFAOYSA-N,Sca5678
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,GREUUZTVKZZOGK-UHFFFAOYSA-N,Sca27617
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,MJMOCVLIXYIPTG-UHFFFAOYSA-N,Sca10000
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,NDERVWDPVVBTJK-UHFFFAOYSA-N,Sca180
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,TZPQAJICYCJLLD-UHFFFAOYSA-N,Sca196892
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,RBWQOGHTXCLCOW-UHFFFAOYSA-N,Sca217391
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,XJORFSBXGDSFOQ-UHFFFAOYSA-N,Sca27617
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,SPXDXQMUVSMXCX-WGDLNXRISA-N,Sca933
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,WQDOCDOPVJZUQZ-UHFFFAOYSA-N,Sca17542
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,PWCZFIOETPHZFX-UHFFFAOYSA-N,Sca196892
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,KUBLAVNHAQKCJD-UHFFFAOYSA-N,Sca196892
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,FDNPFGBDBFAJFN-UHFFFAOYSA-N,Sca5678
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,LXMIWGRRTWWTEP-UHFFFAOYSA-N,Sca27617
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,UJADDPRKJTWNJT-PHEQNACWSA-N,Sca933
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,AJAJIMATEVMQTD-UHFFFAOYSA-N,Sca27617
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,HJKGROWCHWZNNX-UTLPMFLDSA-N,Sca933
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,QUTDVNWSRCEZBF-UHFFFAOYSA-N,Sca196892
"ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily",ABCG2,NXNRAECHCJZNRF-JBACZVJFSA-N,Sca111331
